source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0030324,lung development,1.6345070510086187e-05,True,"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]",195,3737,68,21017,0.018196414236018196,0.3487179487179487,query_1,"['GO:0030323', 'GO:0048513', 'GO:0060541']"
REAC,REAC:R-HSA-69618,Mitotic Spindle Checkpoint,1.6710560171840057e-05,True,Mitotic Spindle Checkpoint,109,2256,48,10916,0.02127659574468085,0.44036697247706424,query_1,['REAC:R-HSA-69620']
GO:BP,GO:0008608,attachment of spindle microtubules to kinetochore,1.7011662267637544e-05,True,"""The process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex."" [GOC:vw, PMID:10322137]",53,3737,28,21017,0.007492641156007493,0.5283018867924528,query_1,"['GO:0022402', 'GO:0051310']"
GO:BP,GO:0051129,negative regulation of cellular component organization,1.821233776964463e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",719,3737,188,21017,0.05030773347605031,0.2614742698191933,query_1,"['GO:0016043', 'GO:0048523', 'GO:0051128']"
GO:BP,GO:0044093,positive regulation of molecular function,1.8671341053891005e-05,True,"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",959,3737,239,21017,0.06395504415306395,0.2492179353493222,query_1,['GO:0065009']
GO:BP,GO:0048589,developmental growth,1.997046480216106e-05,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",669,3737,177,21017,0.04736419587904737,0.2645739910313901,query_1,"['GO:0032502', 'GO:0040007']"
GO:BP,GO:0043009,chordate embryonic development,1.997046480216106e-05,True,"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]",669,3737,177,21017,0.04736419587904737,0.2645739910313901,query_1,['GO:0009792']
GO:BP,GO:0008016,regulation of heart contraction,2.1025851765591235e-05,True,"""Any process that modulates the frequency, rate or extent of heart contraction. Heart contraction is the process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph, GOC:go_curators, GOC:tb]",200,3737,69,21017,0.018464008563018466,0.345,query_1,"['GO:0060047', 'GO:1903522']"
GO:BP,GO:0032409,regulation of transporter activity,2.1447239199828442e-05,True,"""Any process that modulates the activity of a transporter."" [GOC:mah]",208,3737,71,21017,0.018999197217019,0.34134615384615385,query_1,['GO:0065009']
GO:BP,GO:0045597,positive regulation of cell differentiation,2.243814658442608e-05,True,"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",866,3737,219,21017,0.0586031576130586,0.2528868360277136,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']"
REAC,REAC:R-HSA-68877,Mitotic Prometaphase,2.7995600918385634e-05,True,Mitotic Prometaphase,199,2256,74,10916,0.03280141843971631,0.37185929648241206,query_1,['REAC:R-HSA-68886']
GO:BP,GO:0007507,heart development,3.361988604906567e-05,True,"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]",600,3737,161,21017,0.04308268664704308,0.2683333333333333,query_1,"['GO:0048513', 'GO:0072359']"
GO:BP,GO:0060840,artery development,3.4247956696072744e-05,True,"""The progression of the artery over time, from its initial formation to the mature structure. An artery is a blood vessel that carries blood away from the heart to a capillary bed."" [GOC:dph, GOC:sdb_2009, GOC:tb]",104,3737,43,21017,0.011506556061011506,0.41346153846153844,query_1,['GO:0001568']
REAC,REAC:R-HSA-141424,Amplification of signal from the kinetochores,3.489648210662797e-05,True,Amplification of signal from the kinetochores,92,2256,42,10916,0.018617021276595744,0.45652173913043476,query_1,['REAC:R-HSA-69618']
REAC,REAC:R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,3.489648210662797e-05,True,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,92,2256,42,10916,0.018617021276595744,0.45652173913043476,query_1,['REAC:R-HSA-141424']
GO:BP,GO:0070588,calcium ion transmembrane transport,3.697034191308673e-05,True,"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",339,3737,102,21017,0.027294621354027295,0.3008849557522124,query_1,"['GO:0006816', 'GO:0098655', 'GO:0098662']"
GO:BP,GO:1901700,response to oxygen-containing compound,3.7804038935120745e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]",1632,3737,375,21017,0.10034787262510035,0.22977941176470587,query_1,['GO:0042221']
KEGG,KEGG:04010,MAPK signaling pathway,3.784852023253521e-05,True,MAPK signaling pathway,301,1750,99,8484,0.05657142857142857,0.3289036544850498,query_1,['KEGG:00000']
GO:BP,GO:0099003,vesicle-mediated transport in synapse,4.14194847096084e-05,True,"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]",223,3737,74,21017,0.019801980198019802,0.33183856502242154,query_1,['GO:0016192']
GO:BP,GO:0030323,respiratory tube development,4.154696110817707e-05,True,"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]",199,3737,68,21017,0.018196414236018196,0.3417085427135678,query_1,"['GO:0035295', 'GO:0048513']"
GO:BP,GO:0051641,cellular localization,4.330738049266181e-05,True,"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]",3625,3737,762,21017,0.20390687717420392,0.21020689655172414,query_1,"['GO:0009987', 'GO:0051179']"
REAC,REAC:R-HSA-69620,Cell Cycle Checkpoints,4.543326157402694e-05,True,Cell Cycle Checkpoints,289,2256,98,10916,0.04343971631205674,0.3391003460207612,query_1,['REAC:R-HSA-1640170']
REAC,REAC:R-HSA-112316,Neuronal System,4.5745787299409304e-05,True,Neuronal System,400,2256,127,10916,0.05629432624113475,0.3175,query_1,['REAC:0000000']
GO:BP,GO:0019220,regulation of phosphate metabolic process,5.3109931784587336e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",1071,3737,260,21017,0.06957452502006957,0.24276377217553688,query_1,"['GO:0006796', 'GO:0051174']"
GO:BP,GO:0090068,positive regulation of cell cycle process,5.5550505138690115e-05,True,"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",253,3737,81,21017,0.021675140487021675,0.3201581027667984,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045787']"
GO:BP,GO:0099643,signal release from synapse,5.753967088750565e-05,True,"""Any signal release from a synapse."" [GOC:dos]",146,3737,54,21017,0.014450093658014451,0.3698630136986301,query_1,"['GO:0023061', 'GO:0099536']"
GO:BP,GO:0007269,neurotransmitter secretion,5.753967088750565e-05,True,"""The regulated release of neurotransmitter from the presynapse into the synaptic cleft via calcium-regulated exocytosis during synaptic transmission."" [GOC:dph]",146,3737,54,21017,0.014450093658014451,0.3698630136986301,query_1,"['GO:0006836', 'GO:0007268', 'GO:0051649', 'GO:0099643']"
GO:BP,GO:0051174,regulation of phosphorus metabolic process,5.802891820522065e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",1072,3737,260,21017,0.06957452502006957,0.24253731343283583,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0001568,blood vessel development,5.93896921949698e-05,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",725,3737,187,21017,0.05004013914905004,0.2579310344827586,query_1,"['GO:0001944', 'GO:0048856']"
GO:BP,GO:0044839,cell cycle G2/M phase transition,6.394503417587559e-05,True,"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]",154,3737,56,21017,0.014985282312014986,0.36363636363636365,query_1,['GO:0044770']
GO:BP,GO:0034765,regulation of monoatomic ion transmembrane transport,6.502777819232598e-05,True,"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]",321,3737,97,21017,0.025956649719025955,0.30218068535825543,query_1,"['GO:0034220', 'GO:0034762', 'GO:0043269']"
GO:BP,GO:0033554,cellular response to stress,6.975353527233069e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",1786,3737,404,21017,0.10810810810810811,0.22620380739081747,query_1,"['GO:0006950', 'GO:0051716']"
GO:BP,GO:0042221,response to chemical,7.028176486968422e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3867,3737,806,21017,0.2156810275622157,0.20843030773209206,query_1,['GO:0050896']
GO:BP,GO:0051306,mitotic sister chromatid separation,7.109586243478984e-05,True,"""The process in which sister chromatids are physically detached from each other during mitosis."" [GOC:ai]",62,3737,30,21017,0.008027829810008028,0.4838709677419355,query_1,"['GO:0000070', 'GO:0051304', 'GO:1903047']"
GO:BP,GO:0070848,response to growth factor,7.380103818692311e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",713,3737,184,21017,0.04923735616804924,0.25806451612903225,query_1,['GO:0009719']
GO:BP,GO:0006813,potassium ion transport,7.390327185250669e-05,True,"""The directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",238,3737,77,21017,0.020604763179020606,0.3235294117647059,query_1,['GO:0030001']
GO:BP,GO:0007611,learning or memory,8.171524957222383e-05,True,"""The acquisition and processing of information and/or the storage and retrieval of this information over time."" [GOC:jid, PMID:8938125]",280,3737,87,21017,0.023280706449023282,0.3107142857142857,query_1,"['GO:0007610', 'GO:0050890']"
